engine_id,MAE
118,241.1052965781505
133,215.73238232871532
49,203.1448953736208
173,201.50760423950607
179,200.89386939332493
225,197.25993886658298
171,189.6473851521851
88,188.14430000189842
158,183.72110573078317
190,183.17067570909444
37,183.14400212023443
131,180.2260352439486
207,178.3785819545002
91,176.89532269324454
164,175.94317810921498
52,174.7653605781836
71,171.04877576799248
184,170.84076970770684
215,166.70013330854076
239,166.6236662653261
117,166.409511615292
174,166.32531245568413
47,165.73801023565505
48,164.32842588700487
10,164.07144141484648
116,163.62418601304267
112,162.95247999677048
201,161.80212503619927
151,159.33100858240067
241,159.14025123656756
180,159.0933606174957
6,158.72948322326778
18,157.93673929715754
9,156.22921333762488
157,156.0859666567411
56,155.7147442501412
65,154.80477935000243
55,153.65195742367558
126,152.18131780854375
46,151.87741831404546
243,151.68262313715107
1,151.67863204513725
161,150.68078947763084
109,150.52657207437338
203,150.34139465984828
108,150.31680603594285
162,149.9282795208848
3,149.9141972961063
191,148.76894021577877
155,147.45836973202887
53,147.10703105332448
72,145.91749037329677
11,145.4593545131579
146,144.75988087412773
111,142.24754469490628
140,141.98832213515357
26,141.83770866066436
30,141.83300985300525
51,141.51961052253293
227,140.88760456364122
2,140.5768210399196
80,140.4957829937997
233,140.29706768825383
58,140.1479816963686
208,139.63871350962492
232,139.1393117621677
42,138.5175344808764
159,138.19135804068227
41,137.47670618734762
62,137.10775125475965
144,136.45910640318215
23,136.25126676644842
221,136.12576735860162
87,135.9416952397055
228,135.72189707037597
100,135.71997019326585
96,135.18523646558063
132,135.02591534738812
187,134.46355739899363
149,132.90559779716816
163,132.45429169192613
229,131.45264006566438
152,131.06301081669037
172,130.7214718962021
12,130.38090711521036
128,130.02305155107013
101,129.96929627716833
206,129.87588356026578
78,129.8623349567866
202,129.72922886046445
14,129.68733269885672
224,129.66120669798377
165,129.57466299040513
34,129.50050867395066
29,129.12726545248384
85,128.3702630930078
249,128.258346566039
4,127.74709715110572
13,127.55874904481294
106,127.48550489923437
94,127.47775957358148
31,127.33276880085869
125,127.29949531982241
185,127.14455219007908
166,127.14204569766098
205,127.03383557632378
127,126.77070620968026
97,126.70999618705547
134,126.09012594386229
216,125.88293603515149
167,125.80106465734954
188,125.49967553245808
74,125.03592024851415
244,124.25044395164343
95,124.00676899609826
223,122.89236119722014
15,122.48465240320269
147,122.30416996986955
21,122.07718682623431
189,121.80888184215763
230,121.58129159215592
218,121.56470303458053
20,120.75836327781144
35,120.68557520898338
236,120.54407552267145
7,120.45913964105506
69,120.44312458334272
75,120.29893916755876
98,120.16372785561033
139,119.87681347740512
79,119.79962249492408
8,119.14100379664372
103,118.00324764434889
61,117.98133849420434
137,117.52689530400015
43,117.1052275539402
212,117.04559220326263
169,116.88896517953108
247,116.87870585489927
123,116.27600376515068
145,116.03112534905365
220,115.90052644763739
19,115.68686933155037
86,115.40294216097654
177,114.79690429696255
242,114.13510570362868
22,113.54513546323919
237,113.32394493424972
200,113.04206600903063
182,112.31784683601715
217,111.46793427182348
60,111.1769825079709
235,111.1648802250386
104,110.81536367845872
222,110.45089336768282
234,110.39190718208977
136,110.28220338291545
141,110.09007147238982
32,109.93891836973955
40,109.81084535362005
39,109.66170909654245
204,109.6341847761882
90,109.31319155084127
142,108.90605722127611
213,108.68899807005968
28,108.67201802955312
102,108.1018953346222
129,107.92620726596667
193,106.84260023035107
245,106.31008724050439
154,105.87636517845937
183,105.8644051774104
33,105.64244861268509
82,105.58220939065339
5,105.44139090116803
57,105.42627268177019
113,105.29712304666931
119,105.1124208303867
44,104.85772638757162
54,104.8427014280513
70,103.78322772805049
92,103.77565408091141
238,103.57841826358764
143,103.5744379106906
121,103.24550324533662
110,103.13840761786662
138,103.07120411238343
248,103.02089323891367
160,103.01297158802734
73,102.65444751364846
107,102.61393719336651
93,102.50785731761592
219,102.49210772372724
50,102.46380023431395
124,102.41597604362822
168,102.36555156280578
231,102.28936220263901
148,102.14049263467905
199,101.49795152684227
178,101.48582113471328
83,101.29003628747564
24,100.85726916143079
45,100.7969391270416
226,100.52611364423996
16,100.2864456050692
120,99.92619933653474
81,99.63331597110574
64,99.62437736338076
176,99.24886469001991
192,99.22716032286436
59,99.19916952855591
197,98.836977419665
99,98.48085524147979
66,97.95804980266654
153,97.3089044247862
122,97.03074111499818
68,96.97517512781863
114,95.96624627987859
38,95.75963809426355
186,95.65492497611967
67,95.14767192507229
84,95.12751104012892
105,95.05879070258939
27,94.77232633956747
89,94.76495025860233
196,94.46741620939352
198,94.43458711746604
246,94.278784892213
210,93.79142671316525
209,92.51299751854327
130,91.99648452425704
175,91.40684933474785
195,91.35214983146955
63,91.11378647381231
170,90.32927771461091
150,89.98854824797127
135,89.34749487797363
76,89.32495431417567
240,88.783899132516
25,88.45050992956867
211,87.7740551059262
17,87.1090386995325
77,86.55759345820361
36,85.63906773639164
194,85.07887749837188
156,83.1210054242932
181,80.9015562173942
115,79.06304489978496
214,77.9916626456399
