engine_id,MAE
118,254.67256480935418
133,228.75639147404752
173,213.62780708960145
49,209.7975853886299
179,209.32362190067727
225,203.78524208885665
171,193.35510752448022
158,191.76753056272017
37,188.95548767005894
88,188.5234078906102
131,187.66454572283175
190,186.93113242289476
174,185.72940379174884
164,184.49993506493172
207,180.6988543699187
91,178.32153472699824
47,177.26459927931197
201,177.1524329875219
52,176.85091055265517
184,176.41823906716309
239,174.5766116865915
215,173.27468433884755
151,173.24630328584914
56,173.21743891454292
117,171.34174136454138
10,171.04983727046078
112,169.84115995733137
180,168.42501383711775
55,167.9374539665035
241,167.0368905442932
71,166.83272192460316
48,165.88048073909357
203,165.45088772505474
18,165.41289071846134
116,165.34509260486374
9,165.0304077012993
6,162.96717323679349
1,160.21752460216635
243,159.77274735093192
109,159.72526552262778
65,158.8624309457672
46,158.15221481003698
162,157.11111595570827
72,155.44996938470086
157,155.36249269620237
11,154.7824877145585
108,154.0762052109096
53,153.878447506228
126,153.38138545754242
191,151.89983110874385
26,151.1909278759861
161,151.1667936006894
2,150.6186519333469
3,149.92189380222175
159,149.47986270552153
155,149.10586456917397
111,149.03091850100014
146,148.2574091553288
80,147.00366541682288
51,146.70041580206544
227,145.12550818366032
30,145.07618571336582
233,144.84260151105897
58,144.8130019474638
62,144.38655169184557
140,144.1434873751979
23,143.9923844430168
42,143.76753151288307
85,143.73115717100256
232,143.67559095868654
163,141.70819524035332
228,141.3113185575187
41,141.20734371691393
229,141.07149190529978
208,141.04947703714228
144,140.68403159649404
12,139.6009019050394
221,139.1833878276681
166,138.5852238750037
132,138.4187260394231
34,138.14187634606137
187,137.52138637802238
149,137.5163220356091
96,137.04585753243458
31,136.85251511996913
106,136.67730273660447
224,135.71189352511584
165,135.7084890017118
167,135.6685938774276
4,135.56987348743684
152,135.43074036281178
101,135.18856110456528
249,134.54741507512097
188,134.30850449099339
206,134.13995291612213
87,134.0246757645066
244,133.7902705325682
172,133.75470151033386
100,133.5408280032137
128,133.06020801030527
29,132.9534463924964
134,132.75469815253123
78,131.32385836922708
14,130.94520639096876
20,130.8086418911129
97,130.6620727525781
202,130.25552541756488
13,129.96762023931356
185,129.01269506448412
205,128.89929776926292
223,128.88898449328448
74,128.78943606587714
94,128.4392665945166
189,128.2307254828874
230,127.09546262367739
139,126.93769781166202
125,126.85239828076031
127,126.06863986530308
216,125.55854046385393
95,125.51729851937365
98,125.15853697226315
218,125.04725543615983
103,124.70726576431025
147,124.66393050581783
21,123.98943714285717
69,123.72615860981035
177,123.34510413533836
86,122.53182267416226
137,122.2374990737232
8,121.80347190300593
169,121.61414477891158
15,121.60507992160377
7,121.46134205413003
212,120.9281382910161
75,120.88029861860946
61,120.72913147668393
200,120.46130560116768
242,120.42373572065189
123,120.37307775510205
35,119.8046615079365
236,118.24350639709908
19,118.09729648726535
145,117.8565010985562
43,117.47165801495018
204,116.86821346153847
247,116.68005597371379
79,116.32551873027172
237,115.12057824873837
234,115.11454220080994
60,114.99537774451099
32,113.9408497315593
222,113.09415237218083
220,112.84429308650414
136,112.73522348484848
40,112.4812043010753
217,112.44617922569601
182,112.43357676252319
245,111.95282088744588
22,111.91208894230769
142,111.69555133614627
28,111.30214679653679
193,111.17576962233169
104,111.11874963450293
141,110.66621910479999
44,109.12155043859649
213,108.94332930288101
90,108.71288541666668
39,108.66805708994708
154,108.6496765350877
57,108.4358397887324
5,108.12226632014308
82,108.02101896551724
235,107.89950106012606
102,107.8720238927739
54,107.44433764367817
33,107.0519702020202
92,107.03290327380951
148,107.0244003414426
238,106.96774382716049
160,106.93253181160404
231,106.72292948717948
93,106.39891091954023
129,106.38872326489458
226,106.34740422077923
121,106.25064550833781
113,106.00925438596492
248,105.54824673154748
110,105.41718095733245
192,105.26715099349092
24,105.26441049382716
119,104.97026750307306
183,104.8038309352518
70,104.74470464237254
107,104.45158609908611
73,104.29079960787077
50,104.18501388888889
45,104.15312225974026
83,104.10573508960371
168,103.78470804597701
16,103.759421679198
64,103.39839481606315
138,103.11417210348706
81,102.73226346801349
143,102.5576970402196
120,102.05137823529412
38,101.92089705627706
219,101.43396659815005
199,100.87897888311689
122,100.22604039230869
197,100.10468907563025
66,100.05636458333332
176,100.04188888888888
59,99.57241733333335
178,99.55582180949303
124,99.4431614261089
99,97.85605227743271
186,97.06994705344258
105,97.05181242497
67,96.96658405797102
130,96.25013647186148
196,96.21707994579945
27,96.10285875496031
153,95.82736467236467
198,94.61607669616521
63,94.52660714285716
84,94.3025958994709
246,93.7050442127317
195,93.6032246472663
68,93.52377232142858
210,93.26243478260871
114,92.69075257242757
209,92.65793181818184
170,91.99094242424243
89,91.81776363451364
175,91.34378339002268
76,91.1546263888889
240,89.72316326530613
150,89.38371598639455
25,89.34383838383839
135,88.66471088435374
17,87.4100875
77,87.18302061855671
211,86.43921052631578
36,86.04432065217391
194,85.55146099290779
156,84.13767045454546
181,80.79083333333332
214,78.25857142857143
115,78.12956249999999
